CUSTOMER_ID,READING_DATETIME,CALENDAR_KEY,GENERAL_SUPPLY_KWH,Day_Month,DayOfWeek,Weekday_or_Weekend,Time interval - 30mins,Time interval -1hr,Seasons,Holiday
10006414,10-02-2012 23:00,233722,0.628,10,5,0,46,23,2,0
10006414,10-02-2012 23:30,233725,0.486,10,5,0,47,23,2,0
10006414,11-02-2012 00:00,233728,0.473,11,6,1,0,0,2,1
10006414,11-02-2012 00:30,233731,0.473,11,6,1,1,0,2,1
10006414,11-02-2012 01:00,233734,0.455,11,6,1,2,1,2,1
10006414,11-02-2012 01:30,233737,0.113,11,6,1,3,1,2,1
10006414,11-02-2012 02:00,233740,0.06,11,6,1,4,2,2,1
10006414,11-02-2012 02:30,233743,0.052,11,6,1,5,2,2,1
10006414,11-02-2012 03:00,233746,0.056,11,6,1,6,3,2,1
10006414,11-02-2012 03:30,233749,0.054,11,6,1,7,3,2,1
10006414,11-02-2012 04:00,233752,0.048,11,6,1,8,4,2,1
10006414,11-02-2012 04:30,233755,0.049,11,6,1,9,4,2,1
10006414,11-02-2012 05:00,234271,0.058,11,6,1,10,5,2,1
10006414,11-02-2012 05:30,234274,0.05,11,6,1,11,5,2,1
10006414,11-02-2012 06:00,234277,0.045,11,6,1,12,6,2,1
10006414,11-02-2012 06:30,234280,0.052,11,6,1,13,6,2,1
10006414,11-02-2012 07:00,234283,0.194,11,6,1,14,7,2,1
10006414,11-02-2012 07:30,234286,0.334,11,6,1,15,7,2,1
10006414,11-02-2012 08:00,234289,0.249,11,6,1,16,8,2,1
10006414,11-02-2012 08:30,234292,0.131,11,6,1,17,8,2,1
10006414,11-02-2012 09:00,234295,0.142,11,6,1,18,9,2,1
10006414,11-02-2012 09:30,234298,0.125,11,6,1,19,9,2,1
10006414,11-02-2012 10:00,234301,0.117,11,6,1,20,10,2,1
10006414,11-02-2012 10:30,234304,0.281,11,6,1,21,10,2,1
10006414,11-02-2012 11:00,234307,0.29,11,6,1,22,11,2,1
10006414,11-02-2012 11:30,234310,0.06,11,6,1,23,11,2,1
10006414,11-02-2012 12:00,234313,0.113,11,6,1,24,12,2,1
10006414,11-02-2012 12:30,234316,0.09,11,6,1,25,12,2,1
10006414,11-02-2012 13:00,234319,0.075,11,6,1,26,13,2,1
10006414,11-02-2012 13:30,234322,0.062,11,6,1,27,13,2,1
10006414,11-02-2012 14:00,234325,0.063,11,6,1,28,14,2,1
10006414,11-02-2012 14:30,234328,0.074,11,6,1,29,14,2,1
10006414,11-02-2012 15:00,234331,0.098,11,6,1,30,15,2,1
10006414,11-02-2012 15:30,234334,0.315,11,6,1,31,15,2,1
10006414,11-02-2012 16:00,234337,0.129,11,6,1,32,16,2,1
10006414,11-02-2012 16:30,234340,0.121,11,6,1,33,16,2,1
10006414,11-02-2012 17:00,234343,0.216,11,6,1,34,17,2,1
10006414,11-02-2012 17:30,234346,0.115,11,6,1,35,17,2,1
10006414,11-02-2012 18:00,234349,0.065,11,6,1,36,18,2,1
10006414,11-02-2012 18:30,234352,0.063,11,6,1,37,18,2,1
10006414,11-02-2012 19:00,234355,0.062,11,6,1,38,19,2,1
10006414,11-02-2012 19:30,234358,0.085,11,6,1,39,19,2,1
10006414,11-02-2012 20:00,234361,0.185,11,6,1,40,20,2,1
10006414,11-02-2012 20:30,234364,0.266,11,6,1,41,20,2,1
10006414,11-02-2012 21:00,234367,0.261,11,6,1,42,21,2,1
10006414,11-02-2012 21:30,234370,0.265,11,6,1,43,21,2,1
10006414,11-02-2012 22:00,234373,0.261,11,6,1,44,22,2,1
10006414,11-02-2012 22:30,234376,0.257,11,6,1,45,22,2,1
10006414,11-02-2012 23:00,234379,0.258,11,6,1,46,23,2,1
10006414,11-02-2012 23:30,234382,0.293,11,6,1,47,23,2,1
10006414,12-02-2012 00:00,234385,0.258,12,7,1,0,0,2,1
10006414,12-02-2012 00:30,234388,0.255,12,7,1,1,0,2,1
10006414,12-02-2012 01:00,234391,0.261,12,7,1,2,1,2,1
10006414,12-02-2012 01:30,234394,0.322,12,7,1,3,1,2,1
10006414,12-02-2012 02:00,234397,0.302,12,7,1,4,2,2,1
10006414,12-02-2012 02:30,234400,0.198,12,7,1,5,2,2,1
10006414,12-02-2012 03:00,234403,0.19,12,7,1,6,3,2,1
10006414,12-02-2012 03:30,234406,0.054,12,7,1,7,3,2,1
10006414,12-02-2012 04:00,234409,0.05,12,7,1,8,4,2,1
10006414,12-02-2012 04:30,234412,0.047,12,7,1,9,4,2,1
10006414,12-02-2012 05:00,234415,0.046,12,7,1,10,5,2,1
10006414,12-02-2012 05:30,234418,0.045,12,7,1,11,5,2,1
10006414,12-02-2012 06:00,234421,0.075,12,7,1,12,6,2,1
10006414,12-02-2012 06:30,234424,0.252,12,7,1,13,6,2,1
10006414,12-02-2012 07:00,234427,0.185,12,7,1,14,7,2,1
10006414,12-02-2012 07:30,234430,0.146,12,7,1,15,7,2,1
10006414,12-02-2012 08:00,234433,0.142,12,7,1,16,8,2,1
10006414,12-02-2012 08:30,234436,0.109,12,7,1,17,8,2,1
10006414,12-02-2012 09:00,234439,0.106,12,7,1,18,9,2,1
10006414,12-02-2012 09:30,234955,0.121,12,7,1,19,9,2,1
10006414,12-02-2012 10:00,234958,0.122,12,7,1,20,10,2,1
10006414,12-02-2012 10:30,234961,0.119,12,7,1,21,10,2,1
10006414,12-02-2012 11:00,234964,0.146,12,7,1,22,11,2,1
10006414,12-02-2012 11:30,234967,0.154,12,7,1,23,11,2,1
10006414,12-02-2012 12:00,234970,0.189,12,7,1,24,12,2,1
10006414,12-02-2012 12:30,234973,0.117,12,7,1,25,12,2,1
10006414,12-02-2012 13:00,234976,0.125,12,7,1,26,13,2,1
10006414,12-02-2012 13:30,234979,0.361,12,7,1,27,13,2,1
10006414,12-02-2012 14:00,234982,0.201,12,7,1,28,14,2,1
10006414,12-02-2012 14:30,234985,0.151,12,7,1,29,14,2,1
10006414,12-02-2012 15:00,234988,0.14,12,7,1,30,15,2,1
10006414,12-02-2012 15:30,234991,0.153,12,7,1,31,15,2,1
10006414,12-02-2012 16:00,234994,0.108,12,7,1,32,16,2,1
10006414,12-02-2012 16:30,234997,0.132,12,7,1,33,16,2,1
10006414,12-02-2012 17:00,235000,0.187,12,7,1,34,17,2,1
10006414,12-02-2012 17:30,235003,0.05,12,7,1,35,17,2,1
10006414,12-02-2012 18:00,235006,0.287,12,7,1,36,18,2,1
10006414,12-02-2012 18:30,235009,0.236,12,7,1,37,18,2,1
10006414,12-02-2012 19:00,235012,0.402,12,7,1,38,19,2,1
10006414,12-02-2012 19:30,235015,0.294,12,7,1,39,19,2,1
10006414,12-02-2012 20:00,235018,0.347,12,7,1,40,20,2,1
10006414,12-02-2012 20:30,235021,0.339,12,7,1,41,20,2,1
10006414,12-02-2012 21:00,235024,0.318,12,7,1,42,21,2,1
10006414,12-02-2012 21:30,235027,0.275,12,7,1,43,21,2,1
10006414,12-02-2012 22:00,235030,0.273,12,7,1,44,22,2,1
10006414,12-02-2012 22:30,235033,0.268,12,7,1,45,22,2,1
10006414,12-02-2012 23:00,235036,0.263,12,7,1,46,23,2,1
10006414,12-02-2012 23:30,235039,0.303,12,7,1,47,23,2,1
10006414,13-02-2012 00:00,235042,0.279,13,1,0,0,0,2,0
10006414,13-02-2012 00:30,235045,0.216,13,1,0,1,0,2,0
10006414,13-02-2012 01:00,235048,0.26,13,1,0,2,1,2,0
10006414,13-02-2012 01:30,235051,0.176,13,1,0,3,1,2,0
10006414,13-02-2012 02:00,235054,0.075,13,1,0,4,2,2,0
10006414,13-02-2012 02:30,235057,0.056,13,1,0,5,2,2,0
10006414,13-02-2012 03:00,235060,0.052,13,1,0,6,3,2,0
10006414,13-02-2012 03:30,235063,0.052,13,1,0,7,3,2,0
10006414,13-02-2012 04:00,235066,0.051,13,1,0,8,4,2,0
10006414,13-02-2012 04:30,235069,0.05,13,1,0,9,4,2,0
10006414,13-02-2012 05:00,235072,0.051,13,1,0,10,5,2,0
10006414,13-02-2012 05:30,235075,0.051,13,1,0,11,5,2,0
10006414,13-02-2012 06:00,235078,0.16,13,1,0,12,6,2,0
10006414,13-02-2012 06:30,235081,0.093,13,1,0,13,6,2,0
10006414,13-02-2012 07:00,235084,0.08,13,1,0,14,7,2,0
10006414,13-02-2012 07:30,235087,0.078,13,1,0,15,7,2,0
10006414,13-02-2012 08:00,235090,0.114,13,1,0,16,8,2,0
10006414,13-02-2012 08:30,235093,0.211,13,1,0,17,8,2,0
10006414,13-02-2012 09:00,235096,0.123,13,1,0,18,9,2,0
10006414,13-02-2012 09:30,235099,0.053,13,1,0,19,9,2,0
10006414,13-02-2012 10:00,235102,0.05,13,1,0,20,10,2,0
10006414,13-02-2012 10:30,235105,0.045,13,1,0,21,10,2,0
10006414,13-02-2012 11:00,235108,0.045,13,1,0,22,11,2,0
10006414,13-02-2012 11:30,235111,0.065,13,1,0,23,11,2,0
10006414,13-02-2012 12:00,235114,0.046,13,1,0,24,12,2,0
10006414,13-02-2012 12:30,235117,0.051,13,1,0,25,12,2,0
10006414,13-02-2012 13:00,235120,0.052,13,1,0,26,13,2,0
10006414,13-02-2012 13:30,235123,0.062,13,1,0,27,13,2,0
10006414,13-02-2012 14:00,224866,0.109,13,1,0,28,14,2,0
10006414,13-02-2012 14:30,224869,0.091,13,1,0,29,14,2,0
10006414,13-02-2012 15:00,224872,0.09,13,1,0,30,15,2,0
10006414,13-02-2012 15:30,224875,0.122,13,1,0,31,15,2,0
10006414,13-02-2012 16:00,224878,0.074,13,1,0,32,16,2,0
10006414,13-02-2012 16:30,224881,0.069,13,1,0,33,16,2,0
10006414,13-02-2012 17:00,224884,0.066,13,1,0,34,17,2,0
10006414,13-02-2012 17:30,224887,0.133,13,1,0,35,17,2,0
10006414,13-02-2012 18:00,224890,0.168,13,1,0,36,18,2,0
10006414,13-02-2012 18:30,224893,0.152,13,1,0,37,18,2,0
10006414,13-02-2012 19:00,224896,0.26,13,1,0,38,19,2,0
10006414,13-02-2012 19:30,224899,0.333,13,1,0,39,19,2,0
10006414,13-02-2012 20:00,224902,0.309,13,1,0,40,20,2,0
10006414,13-02-2012 20:30,224905,0.298,13,1,0,41,20,2,0
10006414,13-02-2012 21:00,224908,0.243,13,1,0,42,21,2,0
10006414,13-02-2012 21:30,224911,0.181,13,1,0,43,21,2,0
10006414,13-02-2012 22:00,224914,0.193,13,1,0,44,22,2,0
10006414,13-02-2012 22:30,224917,0.306,13,1,0,45,22,2,0
10006414,13-02-2012 23:00,224920,0.264,13,1,0,46,23,2,0
10006414,13-02-2012 23:30,224923,0.228,13,1,0,47,23,2,0
10006414,14-02-2012 00:00,224926,0.205,14,2,0,0,0,2,0
10006414,14-02-2012 00:30,224929,0.118,14,2,0,1,0,2,0
10006414,14-02-2012 01:00,224932,0.048,14,2,0,2,1,2,0
10006414,14-02-2012 01:30,224935,0.048,14,2,0,3,1,2,0
10006414,14-02-2012 02:00,224938,0.047,14,2,0,4,2,2,0
10006414,14-02-2012 02:30,224941,0.124,14,2,0,5,2,2,0
10006414,14-02-2012 03:00,224944,0.094,14,2,0,6,3,2,0
10006414,14-02-2012 03:30,224947,0.045,14,2,0,7,3,2,0
10006414,14-02-2012 04:00,224950,0.054,14,2,0,8,4,2,0
10006414,14-02-2012 04:30,224953,0.049,14,2,0,9,4,2,0
10006414,14-02-2012 05:00,224956,0.052,14,2,0,10,5,2,0
10006414,14-02-2012 05:30,224959,0.048,14,2,0,11,5,2,0
10006414,14-02-2012 06:00,224962,0.094,14,2,0,12,6,2,0
10006414,14-02-2012 06:30,224965,0.221,14,2,0,13,6,2,0
10006414,14-02-2012 07:00,224968,0.107,14,2,0,14,7,2,0
10006414,14-02-2012 07:30,224971,0.054,14,2,0,15,7,2,0
10006414,14-02-2012 08:00,224974,0.165,14,2,0,16,8,2,0
10006414,14-02-2012 08:30,224977,0.13,14,2,0,17,8,2,0
10006414,14-02-2012 09:00,224980,0.05,14,2,0,18,9,2,0
10006414,14-02-2012 09:30,224983,0.062,14,2,0,19,9,2,0
10006414,14-02-2012 10:00,224986,0.059,14,2,0,20,10,2,0
10006414,14-02-2012 10:30,224989,0.051,14,2,0,21,10,2,0
10006414,14-02-2012 11:00,224992,0.051,14,2,0,22,11,2,0
10006414,14-02-2012 11:30,224995,0.049,14,2,0,23,11,2,0
10006414,14-02-2012 12:00,224998,0.048,14,2,0,24,12,2,0
10006414,14-02-2012 12:30,225001,0.049,14,2,0,25,12,2,0
10006414,14-02-2012 13:00,225004,0.048,14,2,0,26,13,2,0
10006414,14-02-2012 13:30,225007,0.048,14,2,0,27,13,2,0
10006414,14-02-2012 14:00,225010,0.051,14,2,0,28,14,2,0
10006414,14-02-2012 14:30,225013,0.066,14,2,0,29,14,2,0
10006414,14-02-2012 15:00,225016,0.055,14,2,0,30,15,2,0
10006414,14-02-2012 15:30,225019,0.052,14,2,0,31,15,2,0
10006414,14-02-2012 16:00,225022,0.051,14,2,0,32,16,2,0
10006414,14-02-2012 16:30,225025,0.07,14,2,0,33,16,2,0
10006414,14-02-2012 17:00,225028,0.106,14,2,0,34,17,2,0
10006414,14-02-2012 17:30,225031,0.233,14,2,0,35,17,2,0
10006414,14-02-2012 18:00,225034,0.073,14,2,0,36,18,2,0
10006414,14-02-2012 18:30,225550,0.143,14,2,0,37,18,2,0
10006414,14-02-2012 19:00,225553,0.226,14,2,0,38,19,2,0
10006414,14-02-2012 19:30,225556,0.452,14,2,0,39,19,2,0
10006414,14-02-2012 20:00,225559,0.342,14,2,0,40,20,2,0
10006414,14-02-2012 20:30,225562,0.342,14,2,0,41,20,2,0
10006414,14-02-2012 21:00,225565,0.335,14,2,0,42,21,2,0
10006414,14-02-2012 21:30,225568,0.332,14,2,0,43,21,2,0
10006414,14-02-2012 22:00,225571,0.336,14,2,0,44,22,2,0
10006414,14-02-2012 22:30,225574,0.215,14,2,0,45,22,2,0
10006414,14-02-2012 23:00,225577,0.249,14,2,0,46,23,2,0
10006414,14-02-2012 23:30,225580,0.974,14,2,0,47,23,2,0
10006414,15-02-2012 00:00,225583,0.644,15,3,0,0,0,2,0
10006414,15-02-2012 00:30,225586,0.091,15,3,0,1,0,2,0
10006414,15-02-2012 01:00,225589,0.058,15,3,0,2,1,2,0
10006414,15-02-2012 01:30,225592,0.057,15,3,0,3,1,2,0
10006414,15-02-2012 02:00,225595,0.057,15,3,0,4,2,2,0
10006414,15-02-2012 02:30,225598,0.057,15,3,0,5,2,2,0
10006414,15-02-2012 03:00,225601,0.057,15,3,0,6,3,2,0
10006414,15-02-2012 03:30,225604,0.056,15,3,0,7,3,2,0
10006414,15-02-2012 04:00,225607,0.053,15,3,0,8,4,2,0
10006414,15-02-2012 04:30,225610,0.052,15,3,0,9,4,2,0
10006414,15-02-2012 05:00,225613,0.055,15,3,0,10,5,2,0
10006414,15-02-2012 05:30,225616,0.06,15,3,0,11,5,2,0
10006414,15-02-2012 06:00,225619,0.306,15,3,0,12,6,2,0
10006414,15-02-2012 06:30,225622,0.127,15,3,0,13,6,2,0
10006414,15-02-2012 07:00,225625,0.07,15,3,0,14,7,2,0
10006414,15-02-2012 07:30,225628,0.087,15,3,0,15,7,2,0
10006414,15-02-2012 08:00,225631,0.131,15,3,0,16,8,2,0
10006414,15-02-2012 08:30,225634,0.122,15,3,0,17,8,2,0
10006414,15-02-2012 09:00,225637,0.073,15,3,0,18,9,2,0
10006414,15-02-2012 09:30,225640,0.08,15,3,0,19,9,2,0
10006414,15-02-2012 10:00,225643,0.08,15,3,0,20,10,2,0
10006414,15-02-2012 10:30,225646,0.078,15,3,0,21,10,2,0
10006414,15-02-2012 11:00,225649,0.08,15,3,0,22,11,2,0
10006414,15-02-2012 11:30,225652,0.131,15,3,0,23,11,2,0
10006414,15-02-2012 12:00,225655,0.182,15,3,0,24,12,2,0
10006414,15-02-2012 12:30,225658,0.081,15,3,0,25,12,2,0
10006414,15-02-2012 13:00,225661,0.056,15,3,0,26,13,2,0
10006414,15-02-2012 13:30,225664,0.058,15,3,0,27,13,2,0
10006414,15-02-2012 14:00,225667,0.057,15,3,0,28,14,2,0
10006414,15-02-2012 14:30,225670,0.057,15,3,0,29,14,2,0
10006414,15-02-2012 15:00,225673,0.057,15,3,0,30,15,2,0
10006414,15-02-2012 15:30,225676,0.205,15,3,0,31,15,2,0
10006414,15-02-2012 16:00,225679,0.247,15,3,0,32,16,2,0
10006414,15-02-2012 16:30,225682,0.056,15,3,0,33,16,2,0
10006414,15-02-2012 17:00,225685,0.062,15,3,0,34,17,2,0
10006414,15-02-2012 17:30,225688,0.061,15,3,0,35,17,2,0
10006414,15-02-2012 18:00,225691,0.058,15,3,0,36,18,2,0
10006414,15-02-2012 18:30,225694,0.05,15,3,0,37,18,2,0
10006414,15-02-2012 19:00,225697,0.104,15,3,0,38,19,2,0
10006414,15-02-2012 19:30,225700,0.128,15,3,0,39,19,2,0
10006414,15-02-2012 20:00,225703,0.376,15,3,0,40,20,2,0
10006414,15-02-2012 20:30,225706,0.257,15,3,0,41,20,2,0
10006414,15-02-2012 21:00,225709,0.15,15,3,0,42,21,2,0
10006414,15-02-2012 21:30,225712,0.136,15,3,0,43,21,2,0
10006414,15-02-2012 22:00,225715,0.139,15,3,0,44,22,2,0
10006414,15-02-2012 22:30,225718,0.275,15,3,0,45,22,2,0
10006414,15-02-2012 23:00,231706,0.264,15,3,0,46,23,2,0
10006414,15-02-2012 23:30,231709,0.255,15,3,0,47,23,2,0
10006414,16-02-2012 00:00,231712,0.279,16,4,0,0,0,2,0
10006414,16-02-2012 00:30,231715,0.255,16,4,0,1,0,2,0
10006414,16-02-2012 01:00,231718,0.25,16,4,0,2,1,2,0
10006414,16-02-2012 01:30,231721,0.059,16,4,0,3,1,2,0
10006414,16-02-2012 02:00,231724,0.056,16,4,0,4,2,2,0
10006414,16-02-2012 02:30,231727,0.049,16,4,0,5,2,2,0
10006414,16-02-2012 03:00,231730,0.047,16,4,0,6,3,2,0
10006414,16-02-2012 03:30,231733,0.049,16,4,0,7,3,2,0
10006414,16-02-2012 04:00,231736,0.05,16,4,0,8,4,2,0
10006414,16-02-2012 04:30,231739,0.06,16,4,0,9,4,2,0
10006414,16-02-2012 05:00,231742,0.051,16,4,0,10,5,2,0
10006414,16-02-2012 05:30,231745,0.051,16,4,0,11,5,2,0
10006414,16-02-2012 06:00,231748,0.21,16,4,0,12,6,2,0
10006414,16-02-2012 06:30,231751,0.108,16,4,0,13,6,2,0
10006414,16-02-2012 07:00,231754,0.099,16,4,0,14,7,2,0
10006414,16-02-2012 07:30,231757,0.146,16,4,0,15,7,2,0
10006414,16-02-2012 08:00,231760,0.246,16,4,0,16,8,2,0
10006414,16-02-2012 08:30,231763,0.11,16,4,0,17,8,2,0
10006414,16-02-2012 09:00,231766,0.081,16,4,0,18,9,2,0
10006414,16-02-2012 09:30,231769,0.063,16,4,0,19,9,2,0
10006414,16-02-2012 10:00,231772,0.057,16,4,0,20,10,2,0
10006414,16-02-2012 10:30,231775,0.049,16,4,0,21,10,2,0
10006414,16-02-2012 11:00,231778,0.048,16,4,0,22,11,2,0
10006414,16-02-2012 11:30,231781,0.048,16,4,0,23,11,2,0
10006414,16-02-2012 12:00,231784,0.069,16,4,0,24,12,2,0
10006414,16-02-2012 12:30,231787,0.05,16,4,0,25,12,2,0
10006414,16-02-2012 13:00,231790,0.049,16,4,0,26,13,2,0
10006414,16-02-2012 13:30,231793,0.049,16,4,0,27,13,2,0
10006414,16-02-2012 14:00,231796,0.048,16,4,0,28,14,2,0
10006414,16-02-2012 14:30,231799,0.053,16,4,0,29,14,2,0
10006414,16-02-2012 15:00,231802,0.185,16,4,0,30,15,2,0
10006414,16-02-2012 15:30,231805,0.352,16,4,0,31,15,2,0
10006414,16-02-2012 16:00,231808,0.085,16,4,0,32,16,2,0
10006414,16-02-2012 16:30,231811,0.081,16,4,0,33,16,2,0
10006414,16-02-2012 17:00,231814,0.452,16,4,0,34,17,2,0
10006414,16-02-2012 17:30,231817,0.136,16,4,0,35,17,2,0
10006414,16-02-2012 18:00,231820,0.078,16,4,0,36,18,2,0
10006414,16-02-2012 18:30,231823,0.127,16,4,0,37,18,2,0
10006414,16-02-2012 19:00,231826,0.21,16,4,0,38,19,2,0
10006414,16-02-2012 19:30,231829,0.299,16,4,0,39,19,2,0
10006414,16-02-2012 20:00,231832,0.702,16,4,0,40,20,2,0
10006414,16-02-2012 20:30,231835,0.265,16,4,0,41,20,2,0
10006414,16-02-2012 21:00,231838,0.345,16,4,0,42,21,2,0
10006414,16-02-2012 21:30,231841,0.283,16,4,0,43,21,2,0
10006414,16-02-2012 22:00,231844,0.243,16,4,0,44,22,2,0
10006414,16-02-2012 22:30,231847,0.185,16,4,0,45,22,2,0
10006414,16-02-2012 23:00,231850,0.286,16,4,0,46,23,2,0
10006414,16-02-2012 23:30,231853,0.246,16,4,0,47,23,2,0
10006414,17-02-2012 00:00,231856,0.18,17,5,0,0,0,2,0
10006414,17-02-2012 00:30,231859,0.107,17,5,0,1,0,2,0
10006414,17-02-2012 01:00,231862,0.107,17,5,0,2,1,2,0
10006414,17-02-2012 01:30,231865,0.094,17,5,0,3,1,2,0
10006414,17-02-2012 02:00,231868,0.055,17,5,0,4,2,2,0
10006414,17-02-2012 02:30,231871,0.055,17,5,0,5,2,2,0
10006414,17-02-2012 03:00,231874,0.057,17,5,0,6,3,2,0
10006414,17-02-2012 03:30,232390,0.055,17,5,0,7,3,2,0
10006414,17-02-2012 04:00,232393,0.052,17,5,0,8,4,2,0
10006414,17-02-2012 04:30,232396,0.049,17,5,0,9,4,2,0
10006414,17-02-2012 05:00,232399,0.05,17,5,0,10,5,2,0
10006414,17-02-2012 05:30,232402,0.051,17,5,0,11,5,2,0
10006414,17-02-2012 06:00,232405,0.076,17,5,0,12,6,2,0
10006414,17-02-2012 06:30,232408,0.191,17,5,0,13,6,2,0
10006414,17-02-2012 07:00,232411,0.076,17,5,0,14,7,2,0
10006414,17-02-2012 07:30,232414,0.071,17,5,0,15,7,2,0
10006414,17-02-2012 08:00,232417,0.109,17,5,0,16,8,2,0
10006414,17-02-2012 08:30,232420,0.109,17,5,0,17,8,2,0
10006414,17-02-2012 09:00,232423,0.182,17,5,0,18,9,2,0
10006414,17-02-2012 09:30,232426,0.216,17,5,0,19,9,2,0
10006414,17-02-2012 10:00,232429,0.172,17,5,0,20,10,2,0
10006414,17-02-2012 10:30,232432,0.109,17,5,0,21,10,2,0
10006414,17-02-2012 11:00,232435,0.102,17,5,0,22,11,2,0
10006414,17-02-2012 11:30,232438,0.068,17,5,0,23,11,2,0
10006414,17-02-2012 12:00,232441,0.058,17,5,0,24,12,2,0
10006414,17-02-2012 12:30,232444,0.096,17,5,0,25,12,2,0
10006414,17-02-2012 13:00,232447,0.229,17,5,0,26,13,2,0
10006414,17-02-2012 13:30,232450,0.16,17,5,0,27,13,2,0
10006414,17-02-2012 14:00,232453,0.112,17,5,0,28,14,2,0
10006414,17-02-2012 14:30,232456,0.062,17,5,0,29,14,2,0
10006414,17-02-2012 15:00,232459,0.046,17,5,0,30,15,2,0
10006414,17-02-2012 15:30,232462,0.046,17,5,0,31,15,2,0
10006414,17-02-2012 16:00,232465,0.049,17,5,0,32,16,2,0
10006414,17-02-2012 16:30,232468,0.05,17,5,0,33,16,2,0
10006414,17-02-2012 17:00,232471,0.05,17,5,0,34,17,2,0
10006414,17-02-2012 17:30,232474,0.081,17,5,0,35,17,2,0
10006414,17-02-2012 18:00,232477,0.445,17,5,0,36,18,2,0
10006414,17-02-2012 18:30,232480,0.254,17,5,0,37,18,2,0
10006414,17-02-2012 19:00,232483,0.249,17,5,0,38,19,2,0
10006414,17-02-2012 19:30,232486,0.375,17,5,0,39,19,2,0
10006414,17-02-2012 20:00,232489,0.4,17,5,0,40,20,2,0
10006414,17-02-2012 20:30,232492,0.481,17,5,0,41,20,2,0
10006414,17-02-2012 21:00,232495,0.243,17,5,0,42,21,2,0
10006414,17-02-2012 21:30,232498,0.219,17,5,0,43,21,2,0
10006414,17-02-2012 22:00,232501,0.209,17,5,0,44,22,2,0
10006414,17-02-2012 22:30,232504,0.337,17,5,0,45,22,2,0
10006414,17-02-2012 23:00,232507,0.272,17,5,0,46,23,2,0
10006414,17-02-2012 23:30,232510,0.252,17,5,0,47,23,2,0
10006414,18-02-2012 00:00,232513,0.258,18,6,1,0,0,2,1
10006414,18-02-2012 00:30,232516,0.264,18,6,1,1,0,2,1
10006414,18-02-2012 01:00,232519,0.259,18,6,1,2,1,2,1
10006414,18-02-2012 01:30,232522,0.12,18,6,1,3,1,2,1
10006414,18-02-2012 02:00,232525,0.054,18,6,1,4,2,2,1
10006414,18-02-2012 02:30,232528,0.054,18,6,1,5,2,2,1
10006414,18-02-2012 03:00,232531,0.1,18,6,1,6,3,2,1
10006414,18-02-2012 03:30,232534,0.099,18,6,1,7,3,2,1
10006414,18-02-2012 04:00,232537,0.096,18,6,1,8,4,2,1
10006414,18-02-2012 04:30,232540,0.067,18,6,1,9,4,2,1
10006414,18-02-2012 05:00,232543,0.044,18,6,1,10,5,2,1
10006414,18-02-2012 05:30,232546,0.046,18,6,1,11,5,2,1
10006414,18-02-2012 06:00,232549,0.065,18,6,1,12,6,2,1
10006414,18-02-2012 06:30,232552,0.326,18,6,1,13,6,2,1
10006414,18-02-2012 07:00,232555,0.134,18,6,1,14,7,2,1
